record_id,month,year,City,country_id,Country,Latitude,Longitude,AverageTemperatureCelsius,AverageTemperatureUncertaintyCelsius
474381,6,1853,Auckland,NEW,New Zealand,36.17S,175.03E,11.059,2.7540000000000004
474382,7,1853,Auckland,NEW,New Zealand,36.17S,175.03E,11.326999999999998,1.4160000000000001
474383,8,1853,Auckland,NEW,New Zealand,36.17S,175.03E,11.585,0.8609999999999988
474384,9,1853,Auckland,NEW,New Zealand,36.17S,175.03E,11.431999999999999,0.909999999999999
474385,10,1853,Auckland,NEW,New Zealand,36.17S,175.03E,12.706999999999999,1.1020000000000016
474386,11,1853,Auckland,NEW,New Zealand,36.17S,175.03E,13.716000000000001,1.2510000000000017
474387,12,1853,Auckland,NEW,New Zealand,36.17S,175.03E,15.469999999999999,3.059
474388,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,18.106,2.3499999999999983
474389,2,1854,Auckland,NEW,New Zealand,36.17S,175.03E,18.54,2.0320000000000014
474390,3,1854,Auckland,NEW,New Zealand,36.17S,175.03E,18.316000000000003,1.8869999999999998
474391,4,1854,Auckland,NEW,New Zealand,36.17S,175.03E,15.515,1.7789999999999988
474392,5,1854,Auckland,NEW,New Zealand,36.17S,175.03E,14.168999999999999,1.3950000000000016
474393,6,1854,Auckland,NEW,New Zealand,36.17S,175.03E,12.510000000000002,1.5539999999999983
474394,7,1854,Auckland,NEW,New Zealand,36.17S,175.03E,11.773000000000001,1.6800000000000006
474395,8,1854,Auckland,NEW,New Zealand,36.17S,175.03E,11.558000000000002,1.3079999999999992
474396,9,1854,Auckland,NEW,New Zealand,36.17S,175.03E,11.883999999999999,0.9349999999999999
474397,10,1854,Auckland,NEW,New Zealand,36.17S,175.03E,12.641,3.006000000000001
474398,11,1854,Auckland,NEW,New Zealand,36.17S,175.03E,14.065000000000001,1.6680000000000008
474399,12,1854,Auckland,NEW,New Zealand,36.17S,175.03E,15.572000000000003,2.1799999999999997
474400,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,17.421,2.2619999999999982
474401,2,1855,Auckland,NEW,New Zealand,36.17S,175.03E,17.970000000000002,2.8500000000000014
474402,3,1855,Auckland,NEW,New Zealand,36.17S,175.03E,17.588,1.2809999999999988
474403,4,1855,Auckland,NEW,New Zealand,36.17S,175.03E,16.436,1.5329999999999997
474404,5,1855,Auckland,NEW,New Zealand,36.17S,175.03E,14.446000000000002,1.2219999999999982
474405,6,1855,Auckland,NEW,New Zealand,36.17S,175.03E,12.69,0.9759999999999991
474406,7,1855,Auckland,NEW,New Zealand,36.17S,175.03E,11.753,0.8360000000000017
474407,8,1855,Auckland,NEW,New Zealand,36.17S,175.03E,11.283,1.578999999999999
474408,9,1855,Auckland,NEW,New Zealand,36.17S,175.03E,11.450000000000001,1.1689999999999994
474409,10,1855,Auckland,NEW,New Zealand,36.17S,175.03E,14.114999999999998,1.239000000000002
474410,11,1855,Auckland,NEW,New Zealand,36.17S,175.03E,14.531,0.9790000000000001
474411,12,1855,Auckland,NEW,New Zealand,36.17S,175.03E,16.067,2.056999999999998
474412,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,16.579,3.2870000000000017
474413,2,1856,Auckland,NEW,New Zealand,36.17S,175.03E,16.685000000000002,3.2709999999999995
474414,3,1856,Auckland,NEW,New Zealand,36.17S,175.03E,16.737000000000002,2.1730000000000005
474415,4,1856,Auckland,NEW,New Zealand,36.17S,175.03E,15.445000000000002,2.386999999999999
474417,6,1856,Auckland,NEW,New Zealand,36.17S,175.03E,11.816,1.9919999999999998
474418,7,1856,Auckland,NEW,New Zealand,36.17S,175.03E,10.517,2.5919999999999987
474419,8,1856,Auckland,NEW,New Zealand,36.17S,175.03E,10.862,2.406000000000002
474420,9,1856,Auckland,NEW,New Zealand,36.17S,175.03E,11.583000000000002,1.5560000000000014
474421,10,1856,Auckland,NEW,New Zealand,36.17S,175.03E,12.171000000000001,3.260999999999999
474422,11,1856,Auckland,NEW,New Zealand,36.17S,175.03E,13.103,3.1539999999999995
474423,12,1856,Auckland,NEW,New Zealand,36.17S,175.03E,17.637,1.4560000000000015
474424,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,17.536,2.2030000000000016
474425,2,1857,Auckland,NEW,New Zealand,36.17S,175.03E,17.287,3.308
474426,3,1857,Auckland,NEW,New Zealand,36.17S,175.03E,16.747,2.3420000000000014
474427,4,1857,Auckland,NEW,New Zealand,36.17S,175.03E,14.756,2.08
474428,5,1857,Auckland,NEW,New Zealand,36.17S,175.03E,12.113000000000003,2.955999999999999
474429,6,1857,Auckland,NEW,New Zealand,36.17S,175.03E,11.641000000000002,1.2539999999999987
474430,7,1857,Auckland,NEW,New Zealand,36.17S,175.03E,11.482000000000001,0.8389999999999986
474431,8,1857,Auckland,NEW,New Zealand,36.17S,175.03E,11.298,0.8469999999999998
474432,9,1857,Auckland,NEW,New Zealand,36.17S,175.03E,11.853,0.968000000000002
474433,10,1857,Auckland,NEW,New Zealand,36.17S,175.03E,12.216,1.5700000000000003
474434,11,1857,Auckland,NEW,New Zealand,36.17S,175.03E,13.589,2.574999999999999
474435,12,1857,Auckland,NEW,New Zealand,36.17S,175.03E,15.313,3.675999999999999
474436,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,16.139,4.724
474437,2,1858,Auckland,NEW,New Zealand,36.17S,175.03E,17.412,2.158
474438,3,1858,Auckland,NEW,New Zealand,36.17S,175.03E,17.114,2.6980000000000004
474439,4,1858,Auckland,NEW,New Zealand,36.17S,175.03E,14.207,3.9739999999999993
474440,5,1858,Auckland,NEW,New Zealand,36.17S,175.03E,12.802,3.889
474441,6,1858,Auckland,NEW,New Zealand,36.17S,175.03E,11.892000000000001,1.3979999999999986
474442,7,1858,Auckland,NEW,New Zealand,36.17S,175.03E,10.578,2.085
474443,8,1858,Auckland,NEW,New Zealand,36.17S,175.03E,11.343000000000002,1.0670000000000002
474444,9,1858,Auckland,NEW,New Zealand,36.17S,175.03E,11.966000000000001,0.9310000000000014
474445,10,1858,Auckland,NEW,New Zealand,36.17S,175.03E,12.556000000000001,1.7780000000000011
474446,11,1858,Auckland,NEW,New Zealand,36.17S,175.03E,14.03,2.5599999999999983
474447,12,1858,Auckland,NEW,New Zealand,36.17S,175.03E,16.820000000000004,1.4369999999999985
474448,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,18.104,1.1439999999999984
474449,2,1859,Auckland,NEW,New Zealand,36.17S,175.03E,18.598,1.029000000000002
474450,3,1859,Auckland,NEW,New Zealand,36.17S,175.03E,17.266000000000002,2.0730000000000004
474451,4,1859,Auckland,NEW,New Zealand,36.17S,175.03E,16.12,1.5419999999999985
474452,5,1859,Auckland,NEW,New Zealand,36.17S,175.03E,14.114999999999998,1.5970000000000006
474454,7,1859,Auckland,NEW,New Zealand,36.17S,175.03E,11.502,0.7180000000000004
474455,8,1859,Auckland,NEW,New Zealand,36.17S,175.03E,11.05,1.3049999999999982
474456,9,1859,Auckland,NEW,New Zealand,36.17S,175.03E,11.289,0.838000000000001
474457,10,1859,Auckland,NEW,New Zealand,36.17S,175.03E,14.063999999999998,1.1240000000000017
474458,11,1859,Auckland,NEW,New Zealand,36.17S,175.03E,14.775,1.7440000000000013
474459,12,1859,Auckland,NEW,New Zealand,36.17S,175.03E,16.342,1.834000000000001
474460,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,18.466,2.418000000000002
474461,2,1860,Auckland,NEW,New Zealand,36.17S,175.03E,18.78,1.7930000000000017
474462,3,1860,Auckland,NEW,New Zealand,36.17S,175.03E,17.616,1.8649999999999998
474463,4,1860,Auckland,NEW,New Zealand,36.17S,175.03E,16.724999999999998,1.1850000000000016
474464,5,1860,Auckland,NEW,New Zealand,36.17S,175.03E,14.617999999999999,0.7700000000000016
474465,6,1860,Auckland,NEW,New Zealand,36.17S,175.03E,12.964,1.5800000000000007
474466,7,1860,Auckland,NEW,New Zealand,36.17S,175.03E,11.446000000000002,0.8970000000000017
474467,8,1860,Auckland,NEW,New Zealand,36.17S,175.03E,10.816,1.8020000000000005
474468,9,1860,Auckland,NEW,New Zealand,36.17S,175.03E,11.656000000000002,1.009999999999999
474469,10,1860,Auckland,NEW,New Zealand,36.17S,175.03E,13.219,0.7239999999999983
474470,11,1860,Auckland,NEW,New Zealand,36.17S,175.03E,15.604000000000003,1.971999999999999
474471,12,1860,Auckland,NEW,New Zealand,36.17S,175.03E,18.312999999999995,4.636
474472,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,17.762999999999998,2.5620000000000016
474473,2,1861,Auckland,NEW,New Zealand,36.17S,175.03E,20.547,3.3350000000000004
474474,3,1861,Auckland,NEW,New Zealand,36.17S,175.03E,18.671,1.5430000000000001
474475,4,1861,Auckland,NEW,New Zealand,36.17S,175.03E,17.254,2.320999999999999
474476,5,1861,Auckland,NEW,New Zealand,36.17S,175.03E,15.738999999999999,2.4000000000000004
474477,6,1861,Auckland,NEW,New Zealand,36.17S,175.03E,14.299,2.4499999999999984
474478,7,1861,Auckland,NEW,New Zealand,36.17S,175.03E,12.562000000000003,1.3009999999999997
474479,8,1861,Auckland,NEW,New Zealand,36.17S,175.03E,11.309000000000001,0.7849999999999983
474480,9,1861,Auckland,NEW,New Zealand,36.17S,175.03E,12.937000000000001,1.3020000000000012
474481,10,1861,Auckland,NEW,New Zealand,36.17S,175.03E,14.653,2.3490000000000006
474482,11,1861,Auckland,NEW,New Zealand,36.17S,175.03E,15.921999999999999,1.8730000000000009
474485,2,1862,Auckland,NEW,New Zealand,36.17S,175.03E,20.241999999999997,3.3060000000000005
474486,3,1862,Auckland,NEW,New Zealand,36.17S,175.03E,18.844,2.3740000000000014
474487,4,1862,Auckland,NEW,New Zealand,36.17S,175.03E,16.697000000000003,2.705
474488,5,1862,Auckland,NEW,New Zealand,36.17S,175.03E,14.190000000000001,1.4090000000000005
474489,6,1862,Auckland,NEW,New Zealand,36.17S,175.03E,12.422,1.4380000000000002
474490,7,1862,Auckland,NEW,New Zealand,36.17S,175.03E,12.488000000000001,2.572000000000002
474491,8,1862,Auckland,NEW,New Zealand,36.17S,175.03E,11.951,1.7660000000000016
474492,9,1862,Auckland,NEW,New Zealand,36.17S,175.03E,13.366,2.3690000000000015
474493,10,1862,Auckland,NEW,New Zealand,36.17S,175.03E,13.328000000000001,1.6809999999999983
474494,11,1862,Auckland,NEW,New Zealand,36.17S,175.03E,15.943000000000001,2.320000000000001
474495,12,1862,Auckland,NEW,New Zealand,36.17S,175.03E,16.828,2.351
474496,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,18.860999999999997,2.1529999999999996
474497,2,1863,Auckland,NEW,New Zealand,36.17S,175.03E,17.922000000000004,3.441000000000002
474498,3,1863,Auckland,NEW,New Zealand,36.17S,175.03E,17.582,0.8210000000000012
474499,4,1863,Auckland,NEW,New Zealand,36.17S,175.03E,14.813000000000002,2.456
474500,5,1863,Auckland,NEW,New Zealand,36.17S,175.03E,13.913,1.6440000000000017
474501,6,1863,Auckland,NEW,New Zealand,36.17S,175.03E,12.285,1.7159999999999995
474502,7,1863,Auckland,NEW,New Zealand,36.17S,175.03E,11.521,2.4849999999999994
474503,8,1863,Auckland,NEW,New Zealand,36.17S,175.03E,10.535999999999998,2.479000000000002
474504,9,1863,Auckland,NEW,New Zealand,36.17S,175.03E,11.11,1.7190000000000005
474505,10,1863,Auckland,NEW,New Zealand,36.17S,175.03E,12.857000000000001,2.4520000000000013
474506,11,1863,Auckland,NEW,New Zealand,36.17S,175.03E,12.960000000000003,2.774000000000001
474507,12,1863,Auckland,NEW,New Zealand,36.17S,175.03E,15.418000000000001,1.1730000000000018
474508,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,19.624000000000002,1.4040000000000004
474509,2,1864,Auckland,NEW,New Zealand,36.17S,175.03E,20.041000000000004,3.3430000000000013
474510,3,1864,Auckland,NEW,New Zealand,36.17S,175.03E,17.807,1.7959999999999987
474511,4,1864,Auckland,NEW,New Zealand,36.17S,175.03E,17.264000000000003,2.708000000000001
474512,5,1864,Auckland,NEW,New Zealand,36.17S,175.03E,14.45,1.7440000000000013
474513,6,1864,Auckland,NEW,New Zealand,36.17S,175.03E,12.813,1.267
474514,7,1864,Auckland,NEW,New Zealand,36.17S,175.03E,13.008000000000001,1.0500000000000003
474515,8,1864,Auckland,NEW,New Zealand,36.17S,175.03E,10.396999999999998,1.9039999999999997
474516,9,1864,Auckland,NEW,New Zealand,36.17S,175.03E,13.280000000000003,1.6930000000000018
474517,10,1864,Auckland,NEW,New Zealand,36.17S,175.03E,14.631,1.1389999999999982
474518,11,1864,Auckland,NEW,New Zealand,36.17S,175.03E,16.572,1.8619999999999988
474519,12,1864,Auckland,NEW,New Zealand,36.17S,175.03E,19.086,2.054999999999999
474520,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,19.352000000000004,1.272
474521,2,1865,Auckland,NEW,New Zealand,36.17S,175.03E,19.773999999999997,1.3310000000000008
474522,3,1865,Auckland,NEW,New Zealand,36.17S,175.03E,18.542000000000005,0.8500000000000006
474523,4,1865,Auckland,NEW,New Zealand,36.17S,175.03E,16.477,1.1909999999999994
474524,5,1865,Auckland,NEW,New Zealand,36.17S,175.03E,13.815,1.2040000000000006
474525,6,1865,Auckland,NEW,New Zealand,36.17S,175.03E,12.139000000000001,1.4099999999999981
474526,7,1865,Auckland,NEW,New Zealand,36.17S,175.03E,11.326999999999998,1.1260000000000008
474527,8,1865,Auckland,NEW,New Zealand,36.17S,175.03E,11.180000000000001,0.9029999999999995
474528,9,1865,Auckland,NEW,New Zealand,36.17S,175.03E,12.308000000000002,0.7500000000000008
474529,10,1865,Auckland,NEW,New Zealand,36.17S,175.03E,12.791000000000002,0.9369999999999993
474530,11,1865,Auckland,NEW,New Zealand,36.17S,175.03E,15.256,0.9190000000000017
474531,12,1865,Auckland,NEW,New Zealand,36.17S,175.03E,16.602,1.419000000000001
474532,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,19.087,1.5140000000000007
474533,2,1866,Auckland,NEW,New Zealand,36.17S,175.03E,20.470000000000002,2.1499999999999986
474534,3,1866,Auckland,NEW,New Zealand,36.17S,175.03E,18.981999999999996,2.8110000000000017
474535,4,1866,Auckland,NEW,New Zealand,36.17S,175.03E,16.433,1.0959999999999996
474536,5,1866,Auckland,NEW,New Zealand,36.17S,175.03E,14.34,2.0320000000000014
474537,6,1866,Auckland,NEW,New Zealand,36.17S,175.03E,12.056999999999999,0.7419999999999998
474538,7,1866,Auckland,NEW,New Zealand,36.17S,175.03E,12.537999999999998,1.9959999999999984
474539,8,1866,Auckland,NEW,New Zealand,36.17S,175.03E,12.603000000000002,1.9290000000000005
474540,9,1866,Auckland,NEW,New Zealand,36.17S,175.03E,13.763000000000002,1.5859999999999985
474541,10,1866,Auckland,NEW,New Zealand,36.17S,175.03E,15.183,1.986000000000002
474542,11,1866,Auckland,NEW,New Zealand,36.17S,175.03E,17.394,2.544
474543,12,1866,Auckland,NEW,New Zealand,36.17S,175.03E,18.995,1.0920000000000012
474544,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,20.283,1.029000000000002
474545,2,1867,Auckland,NEW,New Zealand,36.17S,175.03E,19.440000000000005,0.9580000000000016
474546,3,1867,Auckland,NEW,New Zealand,36.17S,175.03E,18.061,1.2210000000000005
474547,4,1867,Auckland,NEW,New Zealand,36.17S,175.03E,17.111,1.2049999999999983
474548,5,1867,Auckland,NEW,New Zealand,36.17S,175.03E,14.163000000000002,0.6269999999999993
474549,6,1867,Auckland,NEW,New Zealand,36.17S,175.03E,11.636999999999999,0.6639999999999999
474550,7,1867,Auckland,NEW,New Zealand,36.17S,175.03E,12.606000000000002,0.9589999999999993
474551,8,1867,Auckland,NEW,New Zealand,36.17S,175.03E,11.573000000000002,1.087000000000001
474552,9,1867,Auckland,NEW,New Zealand,36.17S,175.03E,13.099000000000002,0.7419999999999998
474553,10,1867,Auckland,NEW,New Zealand,36.17S,175.03E,14.005000000000003,0.6280000000000009
474554,11,1867,Auckland,NEW,New Zealand,36.17S,175.03E,14.073000000000002,2.766
474555,12,1867,Auckland,NEW,New Zealand,36.17S,175.03E,17.244999999999997,1.599
474556,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,17.616,0.8480000000000014
474557,2,1868,Auckland,NEW,New Zealand,36.17S,175.03E,17.207,1.9399999999999986
474558,3,1868,Auckland,NEW,New Zealand,36.17S,175.03E,17.397,1.3129999999999993
474559,4,1868,Auckland,NEW,New Zealand,36.17S,175.03E,15.709000000000003,2.219
474560,5,1868,Auckland,NEW,New Zealand,36.17S,175.03E,13.833,1.3770000000000002
474561,6,1868,Auckland,NEW,New Zealand,36.17S,175.03E,12.225000000000001,0.9899999999999981
474562,7,1868,Auckland,NEW,New Zealand,36.17S,175.03E,11.999,1.1709999999999987
474563,8,1868,Auckland,NEW,New Zealand,36.17S,175.03E,11.14,0.8330000000000009
474564,9,1868,Auckland,NEW,New Zealand,36.17S,175.03E,12.056000000000001,0.7509999999999984
474565,10,1868,Auckland,NEW,New Zealand,36.17S,175.03E,12.950999999999999,0.8700000000000014
474566,11,1868,Auckland,NEW,New Zealand,36.17S,175.03E,14.728,1.1720000000000002
474567,12,1868,Auckland,NEW,New Zealand,36.17S,175.03E,15.993,1.206
474568,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,18.208000000000002,2.4030000000000014
474569,2,1869,Auckland,NEW,New Zealand,36.17S,175.03E,18.393,2.425999999999999
474570,3,1869,Auckland,NEW,New Zealand,36.17S,175.03E,17.369000000000003,1.0190000000000015
474571,4,1869,Auckland,NEW,New Zealand,36.17S,175.03E,16.177999999999997,1.5029999999999986
474572,5,1869,Auckland,NEW,New Zealand,36.17S,175.03E,13.7,0.8709999999999991
474573,6,1869,Auckland,NEW,New Zealand,36.17S,175.03E,12.683,1.0750000000000013
474574,7,1869,Auckland,NEW,New Zealand,36.17S,175.03E,10.805,0.7189999999999981
474575,8,1869,Auckland,NEW,New Zealand,36.17S,175.03E,11.618,0.7629999999999981
474576,9,1869,Auckland,NEW,New Zealand,36.17S,175.03E,12.142999999999999,0.6210000000000014
474577,10,1869,Auckland,NEW,New Zealand,36.17S,175.03E,13.327,0.9890000000000004
474578,11,1869,Auckland,NEW,New Zealand,36.17S,175.03E,15.241,0.581
474579,12,1869,Auckland,NEW,New Zealand,36.17S,175.03E,17.217000000000002,1.6750000000000005
474580,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,18.538999999999998,0.9670000000000004
474581,2,1870,Auckland,NEW,New Zealand,36.17S,175.03E,18.843,1.3299999999999992
474582,3,1870,Auckland,NEW,New Zealand,36.17S,175.03E,17.990000000000002,1.0820000000000007
474583,4,1870,Auckland,NEW,New Zealand,36.17S,175.03E,15.572000000000003,1.136999999999999
474584,5,1870,Auckland,NEW,New Zealand,36.17S,175.03E,14.333,1.0999999999999983
474585,6,1870,Auckland,NEW,New Zealand,36.17S,175.03E,13.443000000000001,1.1029999999999993
474586,7,1870,Auckland,NEW,New Zealand,36.17S,175.03E,11.837000000000002,0.802000000000002
474587,8,1870,Auckland,NEW,New Zealand,36.17S,175.03E,11.613,0.6149999999999997
474588,9,1870,Auckland,NEW,New Zealand,36.17S,175.03E,12.286999999999999,0.9090000000000014
474589,10,1870,Auckland,NEW,New Zealand,36.17S,175.03E,13.928,0.9600000000000009
474590,11,1870,Auckland,NEW,New Zealand,36.17S,175.03E,16.194000000000003,1.5510000000000013
474591,12,1870,Auckland,NEW,New Zealand,36.17S,175.03E,15.091999999999999,1.319000000000001
474592,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,17.175,1.2879999999999983
474593,2,1871,Auckland,NEW,New Zealand,36.17S,175.03E,17.782,1.7580000000000005
474594,3,1871,Auckland,NEW,New Zealand,36.17S,175.03E,17.41,1.0129999999999997
474595,4,1871,Auckland,NEW,New Zealand,36.17S,175.03E,15.367000000000003,0.9119999999999983
474596,5,1871,Auckland,NEW,New Zealand,36.17S,175.03E,14.562,0.6080000000000002
474597,6,1871,Auckland,NEW,New Zealand,36.17S,175.03E,12.650000000000002,0.5359999999999983
474598,7,1871,Auckland,NEW,New Zealand,36.17S,175.03E,12.318000000000003,0.5450000000000009
474599,8,1871,Auckland,NEW,New Zealand,36.17S,175.03E,11.42,0.743999999999999
474600,9,1871,Auckland,NEW,New Zealand,36.17S,175.03E,11.711,0.6189999999999982
474602,11,1871,Auckland,NEW,New Zealand,36.17S,175.03E,14.764000000000001,0.9400000000000002
474603,12,1871,Auckland,NEW,New Zealand,36.17S,175.03E,16.331000000000003,0.9639999999999994
474604,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,19.161,2.6030000000000006
474605,2,1872,Auckland,NEW,New Zealand,36.17S,175.03E,20.012999999999998,1.488000000000002
474606,3,1872,Auckland,NEW,New Zealand,36.17S,175.03E,17.868999999999996,1.0630000000000017
474607,4,1872,Auckland,NEW,New Zealand,36.17S,175.03E,16.658,1.7050000000000016
474608,5,1872,Auckland,NEW,New Zealand,36.17S,175.03E,15.151,0.9090000000000014
474609,6,1872,Auckland,NEW,New Zealand,36.17S,175.03E,12.879999999999999,1.0600000000000007
474610,7,1872,Auckland,NEW,New Zealand,36.17S,175.03E,12.225000000000001,0.9299999999999997
474611,8,1872,Auckland,NEW,New Zealand,36.17S,175.03E,11.096,1.084
474612,9,1872,Auckland,NEW,New Zealand,36.17S,175.03E,12.625000000000002,0.6690000000000002
474613,10,1872,Auckland,NEW,New Zealand,36.17S,175.03E,12.960000000000003,0.8280000000000006
474614,11,1872,Auckland,NEW,New Zealand,36.17S,175.03E,15.625,0.9909999999999997
474615,12,1872,Auckland,NEW,New Zealand,36.17S,175.03E,18.678000000000004,1.8769999999999993
474616,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,17.892000000000003,1.1870000000000007
474617,2,1873,Auckland,NEW,New Zealand,36.17S,175.03E,18.163,0.8260000000000013
474618,3,1873,Auckland,NEW,New Zealand,36.17S,175.03E,18.288999999999998,1.004000000000001
474619,4,1873,Auckland,NEW,New Zealand,36.17S,175.03E,15.645000000000001,1.731
474620,5,1873,Auckland,NEW,New Zealand,36.17S,175.03E,14.644000000000002,0.8180000000000003
474621,6,1873,Auckland,NEW,New Zealand,36.17S,175.03E,13.043000000000003,0.6570000000000005
474622,7,1873,Auckland,NEW,New Zealand,36.17S,175.03E,11.461000000000002,0.6770000000000012
474623,8,1873,Auckland,NEW,New Zealand,36.17S,175.03E,11.866999999999999,0.4450000000000011
474624,9,1873,Auckland,NEW,New Zealand,36.17S,175.03E,12.336,1.0049999999999986
474625,10,1873,Auckland,NEW,New Zealand,36.17S,175.03E,13.547,0.8410000000000019
474626,11,1873,Auckland,NEW,New Zealand,36.17S,175.03E,15.203999999999999,0.6169999999999989
474627,12,1873,Auckland,NEW,New Zealand,36.17S,175.03E,17.726,0.8280000000000006
474628,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,19.069000000000003,1.5719999999999996
474629,2,1874,Auckland,NEW,New Zealand,36.17S,175.03E,19.061,1.2630000000000012
474630,3,1874,Auckland,NEW,New Zealand,36.17S,175.03E,18.514,1.4129999999999991
474631,4,1874,Auckland,NEW,New Zealand,36.17S,175.03E,16.134000000000004,1.0020000000000018
474632,5,1874,Auckland,NEW,New Zealand,36.17S,175.03E,14.339000000000002,1.0630000000000017
474633,6,1874,Auckland,NEW,New Zealand,36.17S,175.03E,12.310999999999998,1.3020000000000012
474634,7,1874,Auckland,NEW,New Zealand,36.17S,175.03E,11.217000000000002,0.7489999999999992
474635,8,1874,Auckland,NEW,New Zealand,36.17S,175.03E,12.110999999999999,0.5700000000000018
474636,9,1874,Auckland,NEW,New Zealand,36.17S,175.03E,12.738000000000003,0.4709999999999997
474637,10,1874,Auckland,NEW,New Zealand,36.17S,175.03E,12.758,0.5679999999999986
474638,11,1874,Auckland,NEW,New Zealand,36.17S,175.03E,15.013000000000002,0.6870000000000016
474639,12,1874,Auckland,NEW,New Zealand,36.17S,175.03E,16.6,0.9539999999999991
474640,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,18.1,0.9129999999999999
474641,2,1875,Auckland,NEW,New Zealand,36.17S,175.03E,19.389,1.231000000000001
474642,3,1875,Auckland,NEW,New Zealand,36.17S,175.03E,17.96,0.7740000000000001
474643,4,1875,Auckland,NEW,New Zealand,36.17S,175.03E,17.362000000000002,1.057
474644,5,1875,Auckland,NEW,New Zealand,36.17S,175.03E,14.552000000000003,0.791
474645,6,1875,Auckland,NEW,New Zealand,36.17S,175.03E,12.935,0.9840000000000002
474646,7,1875,Auckland,NEW,New Zealand,36.17S,175.03E,12.422,0.8840000000000003
474647,8,1875,Auckland,NEW,New Zealand,36.17S,175.03E,11.279,0.4779999999999992
474648,9,1875,Auckland,NEW,New Zealand,36.17S,175.03E,11.549000000000003,0.614000000000002
474649,10,1875,Auckland,NEW,New Zealand,36.17S,175.03E,13.237,0.603
474650,11,1875,Auckland,NEW,New Zealand,36.17S,175.03E,14.331000000000001,1.0079999999999996
474651,12,1875,Auckland,NEW,New Zealand,36.17S,175.03E,17.591,0.9219999999999987
474652,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,18.537999999999997,0.9800000000000016
474653,2,1876,Auckland,NEW,New Zealand,36.17S,175.03E,18.995,0.9439999999999987
474654,3,1876,Auckland,NEW,New Zealand,36.17S,175.03E,18.629,0.9890000000000004
474655,4,1876,Auckland,NEW,New Zealand,36.17S,175.03E,16.629,0.9530000000000014
474656,5,1876,Auckland,NEW,New Zealand,36.17S,175.03E,14.604,0.6600000000000014
474657,6,1876,Auckland,NEW,New Zealand,36.17S,175.03E,12.807,1.4009999999999996
474658,7,1876,Auckland,NEW,New Zealand,36.17S,175.03E,12.167,1.0659999999999985
474659,8,1876,Auckland,NEW,New Zealand,36.17S,175.03E,11.792,0.8119999999999984
474660,9,1876,Auckland,NEW,New Zealand,36.17S,175.03E,12.533,0.44200000000000017
474661,10,1876,Auckland,NEW,New Zealand,36.17S,175.03E,14.710999999999999,0.8130000000000001
474662,11,1876,Auckland,NEW,New Zealand,36.17S,175.03E,16.021,1.0720000000000005
474663,12,1876,Auckland,NEW,New Zealand,36.17S,175.03E,16.529000000000003,1.4310000000000007
474664,1,1877,Auckland,NEW,New Zealand,36.17S,175.03E,18.091,1.3959999999999992
474665,2,1877,Auckland,NEW,New Zealand,36.17S,175.03E,18.605999999999998,1.5430000000000001
474666,3,1877,Auckland,NEW,New Zealand,36.17S,175.03E,18.317999999999998,0.7629999999999981
474667,4,1877,Auckland,NEW,New Zealand,36.17S,175.03E,15.522,1.2739999999999994
474668,5,1877,Auckland,NEW,New Zealand,36.17S,175.03E,13.672,0.7489999999999992
474669,6,1877,Auckland,NEW,New Zealand,36.17S,175.03E,12.346,1.5639999999999985
474670,7,1877,Auckland,NEW,New Zealand,36.17S,175.03E,10.949,0.6750000000000019
474671,8,1877,Auckland,NEW,New Zealand,36.17S,175.03E,11.711,1.0020000000000018
474672,9,1877,Auckland,NEW,New Zealand,36.17S,175.03E,11.914,0.6659999999999993
474673,10,1877,Auckland,NEW,New Zealand,36.17S,175.03E,13.665999999999999,0.8539999999999992
474674,11,1877,Auckland,NEW,New Zealand,36.17S,175.03E,15.431,0.9369999999999993
474675,12,1877,Auckland,NEW,New Zealand,36.17S,175.03E,16.605000000000004,2.0590000000000015
474676,1,1878,Auckland,NEW,New Zealand,36.17S,175.03E,16.902,1.3210000000000004
474677,2,1878,Auckland,NEW,New Zealand,36.17S,175.03E,17.318,1.734000000000001
474678,3,1878,Auckland,NEW,New Zealand,36.17S,175.03E,17.820999999999998,1.2580000000000011
474679,4,1878,Auckland,NEW,New Zealand,36.17S,175.03E,16.77,1.109000000000001
